,public_metrics,conversation_id,lang,source,text,reply_settings,id,created_at,author_id,in_reply_to_user_id,referenced_tweets
200,"{'retweet_count': 7, 'reply_count': 0, 'like_count': 5, 'quote_count': 1}",1029434746013732864,en,TweetDeck,Police seeking security footage after elderly man in scooter struck by vehicle in Scarborough https://t.co/NMibNQ0cAh https://t.co/boxvwh2upG,everyone,1029434746013732864,2018-08-14T18:29:04.000Z,19636948,,
201,"{'retweet_count': 5, 'reply_count': 6, 'like_count': 5, 'quote_count': 0}",1027529423019491329,en,TweetDeck,"Chicago-area megachurch elders resign over groping scandal
https://t.co/dlOCzkmHAj https://t.co/4mxYRDYy7s",everyone,1027529423019491329,2018-08-09T12:17:59.000Z,19636948,,
202,"{'retweet_count': 12, 'reply_count': 1, 'like_count': 11, 'quote_count': 1}",1025822864363139072,en,TweetDeck,"Elderly man dies when tornado touches down near Alonsa, Manitoba https://t.co/QKxKRTDE1u https://t.co/RiF17kg28Z",everyone,1025822864363139072,2018-08-04T19:16:44.000Z,19636948,,
203,"{'retweet_count': 13, 'reply_count': 10, 'like_count': 70, 'quote_count': 7}",1021070431028219904,en,TweetDeck,"Seniors and students living together to save on rent, find 'family'
https://t.co/7f99XVhnNL https://t.co/oqkoe5N182",everyone,1021070431028219904,2018-07-22T16:32:15.000Z,19636948,,
204,"{'retweet_count': 5, 'reply_count': 0, 'like_count': 10, 'quote_count': 0}",1019210413098008581,en,TweetDeck,Twenty killed after ISIS-linked suicide bomber attacks meeting between tribal elders and Taliban in northern Afghanistan https://t.co/zw5kAQUD7f https://t.co/uy2EuYtXas,everyone,1019210413098008581,2018-07-17T13:21:13.000Z,19636948,,
205,"{'retweet_count': 15, 'reply_count': 3, 'like_count': 143, 'quote_count': 0}",1016356587156406273,en,TweetDeck,"UPDATE: Elderly man who went missing from Harbord Village found safe
 https://t.co/HdRm2Tq8Il",everyone,1016447206369513474,2018-07-09T22:21:13.000Z,19636948,19636948,"[{'type': 'replied_to', 'id': '1016356587156406273'}]"
206,"{'retweet_count': 60, 'reply_count': 1, 'like_count': 36, 'quote_count': 1}",1016356587156406273,en,TweetDeck,Police searching for elderly man who went missing from Harbord Village https://t.co/507LqZY9NR https://t.co/UGDMSTWbQN,everyone,1016356587156406273,2018-07-09T16:21:08.000Z,19636948,,
207,"{'retweet_count': 68, 'reply_count': 2, 'like_count': 20, 'quote_count': 3}",1013110564858580992,en,Twitter Web Client,Police say missing elderly man 'may be in danger' due to extreme heat https://t.co/i8cno64cNn https://t.co/qqjDYwuQ3F,everyone,1013110564858580992,2018-06-30T17:22:36.000Z,19636948,,
208,"{'retweet_count': 7, 'reply_count': 0, 'like_count': 7, 'quote_count': 1}",1012370747992477698,en,TweetDeck,"Elderly man on scooter struck by vehicle near Highway 401 in North York
https://t.co/98U0LxsbeB https://t.co/Rnrbzp7rrr",everyone,1012370747992477698,2018-06-28T16:22:49.000Z,19636948,,
209,"{'retweet_count': 7, 'reply_count': 1, 'like_count': 7, 'quote_count': 1}",1010602809266499584,en,TweetDeck,Elderly male pedestrian struck and critically hurt in Midtown https://t.co/ZCLkOzZ1SX https://t.co/l1Z619KlgH,everyone,1010602809266499584,2018-06-23T19:17:40.000Z,19636948,,
210,"{'retweet_count': 31, 'reply_count': 4, 'like_count': 42, 'quote_count': 11}",1007046105606053890,en,TweetDeck,Investigation underway into elder abuse against Marvel Comics' Stan Lee https://t.co/vbMB01CehN https://t.co/YNXdWgFRqx,everyone,1007046105606053890,2018-06-13T23:44:36.000Z,19636948,,
211,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",1006829176652009474,en,TweetDeck,"MORE: Elderly man in critical condition after Scarborough house fire
https://t.co/OjVzEgM8Dm https://t.co/RU6FSi2VBC",everyone,1006834191940628480,2018-06-13T09:42:32.000Z,19636948,19636948,"[{'type': 'replied_to', 'id': '1006829176652009474'}]"
212,"{'retweet_count': 2, 'reply_count': 1, 'like_count': 5, 'quote_count': 0}",1006829176652009474,en,TweetDeck,"Police: Elderly man taken to hospital in life-threatening condition after house fire on Caddy Drive, located near Lawrence Avenue East and Scarborough Golf Club Road.",everyone,1006829176652009474,2018-06-13T09:22:36.000Z,19636948,,
213,"{'retweet_count': 39, 'reply_count': 15, 'like_count': 34, 'quote_count': 14}",1006289214445678594,en,TweetDeck,Elderly TTC passenger injured by sudden braking dies in hospital https://t.co/pAYTuYCev9 https://t.co/Poqlgq5uBz,everyone,1006289214445678594,2018-06-11T21:36:59.000Z,19636948,,
214,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 11, 'quote_count': 0}",1005150228612288513,en,TweetDeck,Ford says his wife Karla was 'out every day' canvassing and campaigning. He says she is passionate in helping young people and seniors.,everyone,1005151334893522949,2018-06-08T18:15:27.000Z,19636948,19636948,"[{'type': 'replied_to', 'id': '1005150889810808833'}]"
215,"{'retweet_count': 12, 'reply_count': 0, 'like_count': 10, 'quote_count': 5}",998032632888922114,en,TweetDeck,MORE: Man in his 70s stabbed several times on Queen West https://t.co/8k39UVCVFC https://t.co/eKhYj3dGXi,everyone,998036917353578498,2018-05-20T03:05:18.000Z,19636948,19636948,"[{'type': 'replied_to', 'id': '998032632888922114'}]"
216,"{'retweet_count': 9, 'reply_count': 2, 'like_count': 10, 'quote_count': 1}",994628012623781888,en,TweetDeck,"Woman allegedly posed as a personal support worker to steal from seniors
https://t.co/EeEUxVS6Xb https://t.co/YAhMGruV8b",everyone,994628012623781888,2018-05-10T17:19:32.000Z,19636948,,
217,"{'retweet_count': 3, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",986532746389610497,en,TweetDeck,"UPDATED: Elderly man dies in hospital after fire at east-end apartment building
https://t.co/zxDBIlpQKS https://t.co/u28iYZUKJr",everyone,986551036390379520,2018-04-18T10:24:30.000Z,19636948,19636948,"[{'type': 'replied_to', 'id': '986543721050202114'}]"
218,"{'retweet_count': 4, 'reply_count': 1, 'like_count': 3, 'quote_count': 0}",986532746389610497,en,TweetDeck,"MORE: Elderly man rushed to hospital without vital signs after east-end fire
https://t.co/sWw2UXHbGm https://t.co/DQ6wkUqrmm",everyone,986540174476750849,2018-04-18T09:41:21.000Z,19636948,19636948,"[{'type': 'replied_to', 'id': '986532746389610497'}]"
219,"{'retweet_count': 183, 'reply_count': 4, 'like_count': 71, 'quote_count': 2}",982607625559924736,en,Twitter Web Client,Peel police concerned about the safety of missing elderly man who vanished Wednesday https://t.co/I6UR6I6ijx https://t.co/mnbbO6UwU7,everyone,982607625559924736,2018-04-07T13:14:48.000Z,19636948,,
220,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 4, 'quote_count': 1}",981249295818031104,en,TweetDeck,"Elderly male taken to trauma centre with serious injuries after crash in area of Islington Ave. and Titan Rd., Toronto Paramedics say.",everyone,981249295818031104,2018-04-03T19:17:17.000Z,19636948,,
221,"{'retweet_count': 10, 'reply_count': 1, 'like_count': 5, 'quote_count': 0}",978195593574207488,en,TweetDeck,"MORE: Elderly male driver collides with truck after heading wrong way on Gardiner
https://t.co/YLCZpfmnQz https://t.co/V7nSzJiePt",everyone,978201293599707136,2018-03-26T09:25:37.000Z,19636948,19636948,"[{'type': 'replied_to', 'id': '978195593574207488'}]"
222,"{'retweet_count': 3, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",977283591720853506,en,TweetDeck,MORE: Elderly woman dies in Pickering house fire https://t.co/T4ioWMx5zX https://t.co/JXoMdRFoZk,everyone,977291461636042752,2018-03-23T21:10:16.000Z,19636948,19636948,"[{'type': 'replied_to', 'id': '977283591720853506'}]"
223,"{'retweet_count': 3, 'reply_count': 3, 'like_count': 2, 'quote_count': 3}",977283591720853506,en,TweetDeck,"#BREAKING: An elderly female is dead after a house fire on Bem Avenue in Pickering, Durham Regional Police say.",everyone,977283591720853506,2018-03-23T20:38:59.000Z,19636948,,
224,"{'retweet_count': 11, 'reply_count': 15, 'like_count': 33, 'quote_count': 3}",976134523711827968,en,TweetDeck,Ontario expands public pharmacare program to include seniors https://t.co/GI0Mk4A9ab #onpoli https://t.co/uIuyhDoVGo,everyone,976134523711827968,2018-03-20T16:33:00.000Z,19636948,,
225,"{'retweet_count': 4, 'reply_count': 3, 'like_count': 4, 'quote_count': 0}",972893694742450176,en,TweetDeck,"French far-right party severs all ties with elder Le Pen
https://t.co/NTrQu23UfJ https://t.co/MdhmTyy0Y0",everyone,972893694742450176,2018-03-11T17:55:06.000Z,19636948,,
226,"{'retweet_count': 9, 'reply_count': 1, 'like_count': 5, 'quote_count': 0}",964341961124728832,en,TweetDeck,UPDATED: Elderly woman killed in Mississauga hit-and-run https://t.co/HXrNvDxBCD https://t.co/evlDC3vd91,everyone,964341961124728832,2018-02-16T03:33:34.000Z,19636948,,
227,"{'retweet_count': 4, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",964328977333735424,en,TweetDeck,Elderly woman fatally struck in Mississauga: Peel Paramedics https://t.co/o0yTbQV1Py https://t.co/cSQPOcljvM,everyone,964328977333735424,2018-02-16T02:41:59.000Z,19636948,,
228,"{'retweet_count': 5, 'reply_count': 4, 'like_count': 2, 'quote_count': 1}",964320328221708288,en,TweetDeck,"#BREAKING: Elderly woman is dead after being struck by a vehicle in area of Mavis Road and Knotty Pine Grove in Mississauga, Peel Paramedics say.",everyone,964325532920877056,2018-02-16T02:28:18.000Z,19636948,19636948,"[{'type': 'replied_to', 'id': '964320328221708288'}]"
229,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 3, 'quote_count': 1}",962376840080953344,en,Twitter Web Client,Elderly woman in life-threatening condition after fire at Burlington home https://t.co/RciRBTksTk https://t.co/Q04MxBpaIN,everyone,962376840080953344,2018-02-10T17:24:53.000Z,19636948,,
230,"{'retweet_count': 22, 'reply_count': 5, 'like_count': 15, 'quote_count': 2}",954454816960507904,en,TweetDeck,"Deaths of elderly couple in Oakville was a murder-suicide, HRPS says https://t.co/Pv8K1Lz6Ie https://t.co/t7XrW8Vokg",everyone,954454816960507904,2018-01-19T20:45:35.000Z,19636948,,
231,"{'retweet_count': 10, 'reply_count': 1, 'like_count': 9, 'quote_count': 0}",953700402700144640,en,TweetDeck,"UPDATED: Elderly couple identified as 2 found dead inside Oakville home
https://t.co/IqOR3oqqrd https://t.co/HRySCLJgST",everyone,953700402700144640,2018-01-17T18:47:49.000Z,19636948,,
232,"{'retweet_count': 6, 'reply_count': 1, 'like_count': 3, 'quote_count': 0}",953591285679579138,en,TweetDeck,"Flemingdon Park seniors’ residence evacuated due to high levels of CO
https://t.co/T0xzpQLypS https://t.co/xg9x35utlo",everyone,953591285679579138,2018-01-17T11:34:14.000Z,19636948,,
233,"{'retweet_count': 4, 'reply_count': 2, 'like_count': 10, 'quote_count': 0}",952925665183125504,en,TweetDeck,"Elderly man struck by vehicle in Financial District dies in hospital
https://t.co/NalwYmvxRh https://t.co/BVBKjrnlI4",everyone,952925665183125504,2018-01-15T15:29:17.000Z,19636948,,
234,"{'retweet_count': 5, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",951798765731622914,en,Twitter Web Client,"Torrential California mudslide takes lives of elderly, young https://t.co/HHlAySeSTn https://t.co/uJo0vPzvlz",everyone,951798765731622914,2018-01-12T12:51:23.000Z,19636948,,
235,"{'retweet_count': 202, 'reply_count': 51, 'like_count': 309, 'quote_count': 116}",949458604310089728,en,TweetDeck,Elderly woman dies in extreme cold trying to find dead husband https://t.co/NRhCO8dw6o https://t.co/UhkNuW8GUp,everyone,949458604310089728,2018-01-06T01:52:26.000Z,19636948,,
236,"{'retweet_count': 3, 'reply_count': 0, 'like_count': 4, 'quote_count': 0}",949096699988934656,en,TweetDeck,Beaverton crash leaves elderly man dead: police https://t.co/BvIaRQBHZi https://t.co/u0F3RpLJqx,everyone,949096699988934656,2018-01-05T01:54:21.000Z,19636948,,
237,"{'retweet_count': 13, 'reply_count': 3, 'like_count': 16, 'quote_count': 3}",948982080435875842,en,TweetDeck,"UPDATED: Elderly man charged with murder after wife found dead in Etobicoke: police
https://t.co/AzECae7sOX https://t.co/YiCYrIEnes",everyone,948982080435875842,2018-01-04T18:18:53.000Z,19636948,,
238,"{'retweet_count': 7, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",948950831893766147,en,TweetDeck,"MORE: Elderly man charged with murder after wife found dead in Etobicoke: police
https://t.co/AzECae7sOX https://t.co/tU4D9oKrWY",everyone,948952171491586048,2018-01-04T16:20:03.000Z,19636948,19636948,"[{'type': 'replied_to', 'id': '948950831893766147'}]"
239,"{'retweet_count': 20, 'reply_count': 2, 'like_count': 13, 'quote_count': 4}",948950831893766147,en,TweetDeck,"JUST IN: An elderly woman found dead in an Etobicoke home on Wednesday night has been identified by police as 76-year-old Barbara Kovic. Her husband, 81-year-old Ante Kovic, has been charged with second-degree murder in connection with her death.",everyone,948950831893766147,2018-01-04T16:14:43.000Z,19636948,,
240,"{'retweet_count': 4, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",948865155387023360,en,TweetDeck,"MORE: Elderly man in custody in connection with death of woman in Etobicoke
https://t.co/U86f9SAakg https://t.co/HvVffi4QdC",everyone,948869938772619265,2018-01-04T10:53:17.000Z,19636948,19636948,"[{'type': 'replied_to', 'id': '948865155387023360'}]"
