,public_metrics,conversation_id,lang,source,text,reply_settings,id,created_at,author_id,in_reply_to_user_id,referenced_tweets
0,"{'retweet_count': 32, 'reply_count': 10, 'like_count': 30, 'quote_count': 5}",1486763898414022657,en,TweetDeck,"‘Grandparent scam’ targeting seniors in Toronto: police
https://t.co/SYwqKcJiDv",everyone,1486763898414022657,2022-01-27T18:11:50.000Z,19636948,,
1,"{'retweet_count': 40, 'reply_count': 94, 'like_count': 155, 'quote_count': 17}",1483139432165347336,en,TweetDeck,"Ontario widens access to free PCR COVID-19 testing to include pregnant people, first responders, select unvaccinated adults over the age of 70
https://t.co/njBQYfdovn https://t.co/Czd4a0NuA4",everyone,1483139432165347336,2022-01-17T18:09:30.000Z,19636948,,
2,"{'retweet_count': 60, 'reply_count': 70, 'like_count': 75, 'quote_count': 25}",1475616660765782023,en,Twitter Web App,Elderly woman sexually assaulted after being awoken by knock at the door: Toronto police https://t.co/hJdQFQHwB7,everyone,1475616660765782023,2021-12-27T23:56:42.000Z,19636948,,
3,"{'retweet_count': 9, 'reply_count': 5, 'like_count': 16, 'quote_count': 1}",1469721519538507784,en,TweetDeck,"Toronto paramedics say a pedestrian has died after he was struck by a car in Scarborough, Ont.

https://t.co/W9SZk5M7zy",everyone,1469721519538507784,2021-12-11T17:31:31.000Z,19636948,,
4,"{'retweet_count': 3, 'reply_count': 4, 'like_count': 7, 'quote_count': 1}",1469010165588496388,en,TweetDeck,"The province's police watchdog is investigating a collision involving a Toronto police cruiser that left an elderly man and woman seriously injured on Wednesday night. 
https://t.co/78GJ2hWp8Q",everyone,1469010165588496388,2021-12-09T18:24:51.000Z,19636948,,
5,"{'retweet_count': 11, 'reply_count': 4, 'like_count': 21, 'quote_count': 0}",1463836367830585346,en,TweetDeck,"Montreal man charged after allegedly defrauding elderly man in Toronto: police 
https://t.co/jewbGr7eqw",everyone,1463836367830585346,2021-11-25T11:46:01.000Z,19636948,,
6,"{'retweet_count': 119, 'reply_count': 23, 'like_count': 645, 'quote_count': 15}",1462849977772826628,en,TweetDeck,"Ontario optometrists to resume OHIP-insured services for kids and seniors tomorrow; ending months-long job action
https://t.co/dkzU9b2kei",everyone,1462849977772826628,2021-11-22T18:26:27.000Z,19636948,,
7,"{'retweet_count': 5, 'reply_count': 10, 'like_count': 13, 'quote_count': 0}",1461785625456222215,en,TweetDeck,"NDP calls on Liberals to detail impact of COVID aid on benefits to seniors, families
https://t.co/BJvpmPr2oI",everyone,1461785625456222215,2021-11-19T19:57:06.000Z,19636948,,
8,"{'retweet_count': 6, 'reply_count': 5, 'like_count': 10, 'quote_count': 0}",1459490379561115656,en,TweetDeck,"Documents detail impacts of federal aid on benefits for seniors, families
https://t.co/gi8jPgXQ6A",everyone,1459490379561115656,2021-11-13T11:56:37.000Z,19636948,,
9,"{'retweet_count': 5, 'reply_count': 0, 'like_count': 12, 'quote_count': 0}",1459180468704886786,en,TweetDeck,"An elderly woman has been taken to hospital with critical injuries after being struck by a vehicle in Whitby, Durham police say.  https://t.co/UJ1nss2H7r",everyone,1459180468704886786,2021-11-12T15:25:08.000Z,19636948,,
10,"{'retweet_count': 7, 'reply_count': 8, 'like_count': 23, 'quote_count': 0}",1456551626727112711,en,TweetDeck,"'They're afraid they won't come back:' Petition wants elder care in Nunavut
https://t.co/wab3prRsTi",everyone,1456551626727112711,2021-11-05T09:19:03.000Z,19636948,,
11,"{'retweet_count': 5, 'reply_count': 2, 'like_count': 11, 'quote_count': 0}",1455721460757143558,en,Twitter Web App,Durham police investigating suspicious death of elderly woman  https://t.co/H6fciiwsDG,everyone,1455721460757143558,2021-11-03T02:20:16.000Z,19636948,,
12,"{'retweet_count': 28, 'reply_count': 28, 'like_count': 26, 'quote_count': 16}",1453319555401592833,en,TweetDeck,"Expired flu shots given to seniors at Toronto retirement home
https://t.co/yau8iwDDYv",everyone,1453319555401592833,2021-10-27T11:15:58.000Z,19636948,,
13,"{'retweet_count': 57, 'reply_count': 90, 'like_count': 92, 'quote_count': 25}",1453114795721375750,en,Twitter Web App,Expired flu shots given to seniors at Toronto retirement home https://t.co/yau8iwDDYv https://t.co/Lxev6X2C0p,everyone,1453114795721375750,2021-10-26T21:42:19.000Z,19636948,,
14,"{'retweet_count': 9, 'reply_count': 5, 'like_count': 31, 'quote_count': 0}",1451549497390153738,en,TweetDeck,"Ontario to expand paramedicine services to all eligible seniors
https://t.co/EEj5WaTlVg",everyone,1451549497390153738,2021-10-22T14:02:23.000Z,19636948,,
15,"{'retweet_count': 7, 'reply_count': 2, 'like_count': 11, 'quote_count': 0}",1448016085798768645,en,Twitter Web App,Elderly woman in critical condition after being struck by TTC bus on Lawrence Avenue https://t.co/RFFnKY4wE2 https://t.co/KvUduRk84R,everyone,1448016085798768645,2021-10-12T20:01:52.000Z,19636948,,
16,"{'retweet_count': 15, 'reply_count': 11, 'like_count': 47, 'quote_count': 3}",1446411063252115456,en,TweetDeck,"Alarmed by COVID-19, Ontario seniors want to live in their homes as long as possible: poll
https://t.co/Owm8YzQVRr",everyone,1446411063252115456,2021-10-08T09:44:05.000Z,19636948,,
17,"{'retweet_count': 5, 'reply_count': 1, 'like_count': 8, 'quote_count': 0}",1443146180809080841,en,TweetDeck,"UPDATE: Elderly woman dead after two-alarm condo fire in Leaside
https://t.co/zb996qJv5Q",everyone,1443186154615021581,2021-09-29T12:09:27.000Z,19636948,19636948,"[{'type': 'replied_to', 'id': '1443146180809080841'}]"
18,"{'retweet_count': 4, 'reply_count': 3, 'like_count': 21, 'quote_count': 0}",1443146180809080841,en,TweetDeck,"Elderly woman in life-threatening condition in hospital after fire at condo building in Toronto's Leaside area
https://t.co/TJq36BXRQX https://t.co/rVAHotiGVD",everyone,1443146180809080841,2021-09-29T09:30:36.000Z,19636948,,
19,"{'retweet_count': 13, 'reply_count': 18, 'like_count': 49, 'quote_count': 4}",1442948777036304388,en,Twitter Web App,National advisory committee recommends booster for seniors in long-term care https://t.co/J5fSiDd7AM,everyone,1442948777036304388,2021-09-28T20:26:11.000Z,19636948,,
20,"{'retweet_count': 7, 'reply_count': 17, 'like_count': 51, 'quote_count': 1}",1440876057784115201,en,Twitter Web App,"FDA backs Pfizer COVID-19 boosters for seniors, high-risk individuals https://t.co/oA4CEi03yq",everyone,1440876057784115201,2021-09-23T03:09:57.000Z,19636948,,
21,"{'retweet_count': 15, 'reply_count': 0, 'like_count': 17, 'quote_count': 0}",1437773368036667396,en,TweetDeck,"Durham Regional Police are urging witnesses to come forward following a crash in Whitby that left an elderly man dead.
https://t.co/dPORzYsjnt https://t.co/7ba4v3AgJl",everyone,1437773368036667396,2021-09-14T13:40:58.000Z,19636948,,
22,"{'retweet_count': 17, 'reply_count': 9, 'like_count': 20, 'quote_count': 4}",1433760560492027905,en,TweetDeck,"Toronto police are searching for a missing elderly man who took his sail boat out on the water on Thursday afternoon and has not been seen since. 
https://t.co/kfeUcedya9",everyone,1433760560492027905,2021-09-03T11:55:30.000Z,19636948,,
23,"{'retweet_count': 128, 'reply_count': 50, 'like_count': 154, 'quote_count': 45}",1433003927696457731,en,TweetDeck,"Ontario optometrists stop providing OHIP-covered services for kids and seniors after talks over compensation with Ford government fail
https://t.co/VODek8haph",everyone,1433003927696457731,2021-09-01T09:48:54.000Z,19636948,,
24,"{'retweet_count': 48, 'reply_count': 17, 'like_count': 42, 'quote_count': 2}",1431021580033921029,en,TweetDeck,"Police release new images of suspects accused of assaulting elderly man in East York
https://t.co/pAPxJUsjG4 https://t.co/sQwiTc2Rm6",everyone,1431021580033921029,2021-08-26T22:31:46.000Z,19636948,,
25,"{'retweet_count': 33, 'reply_count': 44, 'like_count': 196, 'quote_count': 4}",1430971141779337222,en,TweetDeck,"Ontario avoided at least 2,700 'severe outcomes' including hospitalization and death among elderly people due to the COVID-19 vaccine campaign: report
https://t.co/lcgTa9HZOY",everyone,1430971141779337222,2021-08-26T19:11:21.000Z,19636948,,
26,"{'retweet_count': 24, 'reply_count': 88, 'like_count': 147, 'quote_count': 3}",1430915394802495491,en,Twitter Web App,"Liberals will hike supplementary pensions for low-income seniors, Trudeau says https://t.co/MGHVkqD4Iz https://t.co/m9KFwGR5ms",everyone,1430915394802495491,2021-08-26T15:29:49.000Z,19636948,,
27,"{'retweet_count': 5, 'reply_count': 9, 'like_count': 7, 'quote_count': 2}",1428290981875564546,en,TweetDeck,"Party leaders to speak on seniors, health care as campaign steams on
https://t.co/s5b2xPTrf9",everyone,1428290981875564546,2021-08-19T09:41:21.000Z,19636948,,
28,"{'retweet_count': 114, 'reply_count': 350, 'like_count': 503, 'quote_count': 199}",1427677808759910404,en,TweetDeck,"Ontario to give 'booster' 3rd COVID-19 vaccine dose to select elderly and vulnerable groups; will allow 11-year-olds to get the shot
https://t.co/daPGYujeDD https://t.co/TJF7AgtSi9",everyone,1427677808759910404,2021-08-17T17:04:49.000Z,19636948,,
29,"{'retweet_count': 11, 'reply_count': 5, 'like_count': 36, 'quote_count': 0}",1427433703412752405,en,Twitter Web App,Second-degree murder charge laid after elderly man injured in North York assault on Canada Day dies  https://t.co/8bhkZxrjPj,everyone,1427433703412752405,2021-08-17T00:54:49.000Z,19636948,,
30,"{'retweet_count': 6, 'reply_count': 22, 'like_count': 33, 'quote_count': 1}",1426979272816738305,en,TweetDeck,"U.S. mulls COVID vaccine boosters for elderly as early as fall 
https://t.co/RK3jgpsIAi https://t.co/3DIfVxW2U2",everyone,1426979272816738305,2021-08-15T18:49:05.000Z,19636948,,
31,"{'retweet_count': 17, 'reply_count': 9, 'like_count': 26, 'quote_count': 2}",1425388296864153600,en,TweetDeck,"Low-income seniors who got CERB treated differently for guaranteed income supplement eligibility depending on which federal agency handled their original claim, an internal document says
https://t.co/xnqjPgdhYU",everyone,1425388296864153600,2021-08-11T09:27:07.000Z,19636948,,
32,"{'retweet_count': 39, 'reply_count': 34, 'like_count': 59, 'quote_count': 8}",1423240886222209024,en,TweetDeck,"Seniors say their guaranteed income supplement is being clawed back if they received CERB last year
https://t.co/JNHB3E2cH0",everyone,1423240886222209024,2021-08-05T11:14:04.000Z,19636948,,
33,"{'retweet_count': 9, 'reply_count': 8, 'like_count': 96, 'quote_count': 2}",1419263056018919425,en,TweetDeck,"Pope honors grandparents on first World Day for elderly
https://t.co/YHd35Sua4n https://t.co/kZ9wJiWdnV",everyone,1419263056018919425,2021-07-25T11:47:35.000Z,19636948,,
34,"{'retweet_count': 3, 'reply_count': 2, 'like_count': 13, 'quote_count': 0}",1418150478442008576,en,TweetDeck,"Radio host Larry Elder wins fight to enter California recall
https://t.co/ORITh9mqLX https://t.co/wf2EJfnzQ8",everyone,1418150478442008576,2021-07-22T10:06:36.000Z,19636948,,
35,"{'retweet_count': 11, 'reply_count': 8, 'like_count': 40, 'quote_count': 2}",1404875895400239109,en,TweetDeck,"Liberal government moves to define 'elder abuse' to better target ways to stop it 
https://t.co/AoeVqHEieD",everyone,1404875895400239109,2021-06-15T18:58:09.000Z,19636948,,
36,"{'retweet_count': 7, 'reply_count': 2, 'like_count': 20, 'quote_count': 3}",1400052597550166017,en,TweetDeck,"Can virtual reality help seniors? Study hopes to find out
https://t.co/3UtTLhoZ5P https://t.co/5D8aZfGrct",everyone,1400052597550166017,2021-06-02T11:32:05.000Z,19636948,,
37,"{'retweet_count': 17, 'reply_count': 11, 'like_count': 88, 'quote_count': 3}",1398474174859857920,en,Twitter Media Studio,"Rebooking second dose appointments for COVID-19 vaccine could be complicated for Ontario seniors: doctor
https://t.co/upKlxWa5Em https://t.co/eVx2wbEWDa",everyone,1398474174859857920,2021-05-29T03:00:00.000Z,19636948,,
38,"{'retweet_count': 26, 'reply_count': 48, 'like_count': 103, 'quote_count': 17}",1398367184066392066,en,Twitter Web App,Doctor fears ‘vaccine Hunger Games 2.0’ for seniors looking to book a second dose early https://t.co/upKlxVSuMO,everyone,1398367184066392066,2021-05-28T19:54:51.000Z,19636948,,
39,"{'retweet_count': 3, 'reply_count': 2, 'like_count': 14, 'quote_count': 2}",1398212359982878721,en,TweetDeck,"South Africa starts jabs for elderly as virus surge looms
https://t.co/mVZdH9ex8U https://t.co/CpmM5mCoKz",everyone,1398212359982878721,2021-05-28T09:39:38.000Z,19636948,,
40,"{'retweet_count': 31, 'reply_count': 17, 'like_count': 91, 'quote_count': 9}",1397926014949363719,en,TweetDeck,An 89-year-old man has died after being pinned between two vehicles as he walked out of a downtown hospital Wednesday https://t.co/uKyHZieA6o,everyone,1397926014949363719,2021-05-27T14:41:48.000Z,19636948,,
41,"{'retweet_count': 24, 'reply_count': 16, 'like_count': 52, 'quote_count': 9}",1387216878863585285,en,TweetDeck,UPDATED:  Elderly woman in wheelchair struck and killed by dump truck in city's east end: police https://t.co/QLyNZQ3T4h,everyone,1387216878863585285,2021-04-28T01:27:31.000Z,19636948,,
42,"{'retweet_count': 9, 'reply_count': 7, 'like_count': 40, 'quote_count': 2}",1384635868162543617,en,TweetDeck,"Opposition leaders criticize federal budget over pharmacare, old age security  https://t.co/bchfhGIHx4",everyone,1384635868162543617,2021-04-20T22:31:30.000Z,19636948,,
43,"{'retweet_count': 89, 'reply_count': 23, 'like_count': 874, 'quote_count': 12}",1377191986000658435,en,TweetDeck,"Paramedics bring COVID-19 vaccines to housebound seniors across Ontario
https://t.co/beTgKirh2B",everyone,1377191986000658435,2021-03-31T09:32:11.000Z,19636948,,
44,"{'retweet_count': 55, 'reply_count': 226, 'like_count': 265, 'quote_count': 47}",1376295673323212805,en,TweetDeck,"Mayor John Tory urging those aged 70 and older to get vaccinated as many appointments still unfilled
https://t.co/9ie4PjFOmx https://t.co/qngb4aodVN",everyone,1376295673323212805,2021-03-28T22:10:33.000Z,19636948,,
45,"{'retweet_count': 60, 'reply_count': 218, 'like_count': 179, 'quote_count': 57}",1376228983822561280,en,TweetDeck,"Quebec, Ontario officials say many vaccine appointments unfilled, ask seniors to act 
https://t.co/9ie4PjFOmx https://t.co/0aHS7g0eRw",everyone,1376228983822561280,2021-03-28T17:45:33.000Z,19636948,,
46,"{'retweet_count': 12, 'reply_count': 14, 'like_count': 35, 'quote_count': 1}",1375154691194167300,en,TweetDeck,Research raises questions over delayed second vaccine doses for seniors https://t.co/9MpdxxMHa6 https://t.co/XrnqzdPoiK,everyone,1375154691194167300,2021-03-25T18:36:42.000Z,19636948,,
47,"{'retweet_count': 14, 'reply_count': 6, 'like_count': 20, 'quote_count': 1}",1375030754745389063,en,TweetDeck,"Cost of elder care expected to double by 2031 as baby boomers turn 75: CMA study
https://t.co/uJUywcxuXu",everyone,1375030754745389063,2021-03-25T10:24:13.000Z,19636948,,
48,"{'retweet_count': 13, 'reply_count': 11, 'like_count': 80, 'quote_count': 1}",1374748342438223876,en,TweetDeck,"City launching program to transport seniors, vulnerable Toronto residents to vaccine appointments 
https://t.co/EpoGzqqI7d",everyone,1374748342438223876,2021-03-24T15:42:01.000Z,19636948,,
49,"{'retweet_count': 7, 'reply_count': 10, 'like_count': 12, 'quote_count': 1}",1371945766307176450,en,Twitter Web App,Five things to know about NACI's new advice on AstraZeneca's vaccine and seniors https://t.co/GwMDjnjwTh https://t.co/IsyBeeZr6G,everyone,1371945766307176450,2021-03-16T22:05:34.000Z,19636948,,
50,"{'retweet_count': 37, 'reply_count': 82, 'like_count': 129, 'quote_count': 10}",1371817357191094274,en,Twitter Web App,BREAKING: NACI says AstraZeneca vaccine now recommended for use on seniors https://t.co/gPZXVb6Vie https://t.co/KCfOJ4Ir1l,everyone,1371817357191094274,2021-03-16T13:35:19.000Z,19636948,,
51,"{'retweet_count': 15, 'reply_count': 37, 'like_count': 155, 'quote_count': 6}",1366930141004369923,en,TweetDeck,"Seniors line up at COVID-19 vaccination site in York Region, families express relief https://t.co/5ov9kZxcuL https://t.co/prTLD79Hko",everyone,1366930141004369923,2021-03-03T01:55:16.000Z,19636948,,
52,"{'retweet_count': 10, 'reply_count': 18, 'like_count': 40, 'quote_count': 0}",1366796139337568258,en,TweetDeck,"With thousands of seniors now eligible to be vaccinated in Peel Region, getting appointment 'may take some time:' Loh 
https://t.co/80oKd0KRo7",everyone,1366796139337568258,2021-03-02T17:02:48.000Z,19636948,,
53,"{'retweet_count': 19, 'reply_count': 23, 'like_count': 98, 'quote_count': 4}",1366394882932285446,en,TweetDeck,"York Region and Hamilton are beginning to vaccinate seniors outside of congregate care settings today but technical issues are being reported on their booking systems due to high demand. 
https://t.co/DiM3gghWug",everyone,1366394882932285446,2021-03-01T14:28:21.000Z,19636948,,
54,"{'retweet_count': 26, 'reply_count': 8, 'like_count': 214, 'quote_count': 3}",1365256037285167106,en,TweetDeck,"Doctors, caregivers push for in-home COVID-19 vaccinations for housebound seniors
https://t.co/2BZkoi4f7N https://t.co/5m1GsyEjgK",everyone,1365256037285167106,2021-02-26T11:02:59.000Z,19636948,,
55,"{'retweet_count': 5, 'reply_count': 2, 'like_count': 38, 'quote_count': 2}",1364982395569643520,en,TweetDeck,"Quebec launches COVID-19 vaccination booking system for seniors 
https://t.co/5JQd2N5CfL https://t.co/uPAeE6eHI7",everyone,1364982395569643520,2021-02-25T16:55:37.000Z,19636948,,
56,"{'retweet_count': 95, 'reply_count': 36, 'like_count': 355, 'quote_count': 74}",1362900070757265416,en,TweetDeck,"Women dressed as elderly caught trying to get COVID-19 shot in Florida
https://t.co/5SPoxH6cjG https://t.co/KQvf7w8weG",everyone,1362900070757265416,2021-02-19T23:01:12.000Z,19636948,,
57,"{'retweet_count': 20, 'reply_count': 5, 'like_count': 264, 'quote_count': 2}",1348232067570688000,en,TweetDeck,"First Nations across Canada begin administering COVID-19 vaccine to healthcare workers, elders
https://t.co/z2jV2O4ZgC https://t.co/zG8tl2RFqo",everyone,1348232067570688000,2021-01-10T11:35:48.000Z,19636948,,
58,"{'retweet_count': 7, 'reply_count': 14, 'like_count': 16, 'quote_count': 1}",1342087718973661184,en,TweetDeck,"Trump's pardons for Manafort, elder Kushner benefit his inner circle
https://t.co/puc8bzbsOC https://t.co/yWuROXuDxX",everyone,1342087718973661184,2020-12-24T12:40:21.000Z,19636948,,
59,"{'retweet_count': 5, 'reply_count': 3, 'like_count': 19, 'quote_count': 2}",1341217796659802112,en,TweetDeck,"UPDATE: Elderly man in his 70s is dead following a stabbing in a North York home, homicide is investigating.",everyone,1341351385275744258,2020-12-22T11:54:26.000Z,19636948,19636948,"[{'type': 'replied_to', 'id': '1341217796659802112'}]"
60,"{'retweet_count': 15, 'reply_count': 10, 'like_count': 26, 'quote_count': 3}",1341217796659802112,en,Twitter Web App,"Elderly man critical, two others injured following stabbing in North York https://t.co/wrhX6daHC8",everyone,1341217796659802112,2020-12-22T03:03:36.000Z,19636948,,
61,"{'retweet_count': 3, 'reply_count': 4, 'like_count': 16, 'quote_count': 3}",1334986579400675328,en,TweetDeck,"Toronto paramedics say an elderly woman has been taken to hospital with serious injuries after a hit-and-run in the area of Sherbourne and Earl streets.
https://t.co/rFQkDCQ8GD",everyone,1334986579400675328,2020-12-04T22:22:58.000Z,19636948,,
62,"{'retweet_count': 7, 'reply_count': 5, 'like_count': 19, 'quote_count': 1}",1334826510960693251,en,TweetDeck,"UPDATE: Elderly woman dead after early morning house fire in Brampton
https://t.co/oOPQQk9VPR",everyone,1334851289755291648,2020-12-04T13:25:22.000Z,19636948,19636948,"[{'type': 'replied_to', 'id': '1334834626158845953'}]"
63,"{'retweet_count': 14, 'reply_count': 6, 'like_count': 29, 'quote_count': 5}",1333456297702936576,en,TweetDeck,"UPDATE: Fire chief reports fatality after blaze at Toronto apartment building dedicated to seniors
https://t.co/u1PjIrhTQr https://t.co/Qmx6tlTf4y",everyone,1333461579489292289,2020-11-30T17:23:09.000Z,19636948,19636948,"[{'type': 'replied_to', 'id': '1333456297702936576'}]"
64,"{'retweet_count': 13, 'reply_count': 5, 'like_count': 40, 'quote_count': 4}",1333456297702936576,en,TweetDeck,"Resident possibly trapped, police officer injured after fire at apartment for seniors in Etobicoke
https://t.co/NRd78iQ6fS https://t.co/TRjCRZjUmy",everyone,1333456297702936576,2020-11-30T17:02:10.000Z,19636948,,
65,"{'retweet_count': 16, 'reply_count': 28, 'like_count': 60, 'quote_count': 16}",1324454499239514114,en,TweetDeck,"#BREAKING: Ontario plans to add $100 billion in new debt over next 3 years; Ford hands out tax cuts to business, new cash payouts for parents and 'Staycation' tax credit for travel
https://t.co/YgQbzo0lD5",everyone,1324457191022252032,2020-11-05T21:02:56.000Z,19636948,19636948,"[{'type': 'replied_to', 'id': '1324454499239514114'}]"
66,"{'retweet_count': 19, 'reply_count': 7, 'like_count': 68, 'quote_count': 2}",1321174907724746756,en,TweetDeck,"Three charged by Durham regional police with defrauding seniors of $400,000 
https://t.co/IC0w9R3gan",everyone,1321174907724746756,2020-10-27T19:40:18.000Z,19636948,,
67,"{'retweet_count': 7, 'reply_count': 3, 'like_count': 11, 'quote_count': 4}",1319710098999201792,en,TweetDeck,"Female rushed to hospital with burns after fire at apartment block for seniors in Toronto's east end
https://t.co/w6S8gXApVg",everyone,1319710098999201792,2020-10-23T18:39:41.000Z,19636948,,
68,"{'retweet_count': 130, 'reply_count': 107, 'like_count': 762, 'quote_count': 62}",1316760451049558017,en,TweetDeck,"Ontario eliminates controversial teacher hiring regulation that favours seniority 
 https://t.co/vXdVh5nEy6 https://t.co/YLruRwNBZR",everyone,1316760451049558017,2020-10-15T15:18:50.000Z,19636948,,
69,"{'retweet_count': 72, 'reply_count': 71, 'like_count': 175, 'quote_count': 8}",1315034976493109251,en,TweetDeck,"Canada's chief public health officer says the spread of COVID-19 is shifting towards seniors, adding to the mounting signs suggesting a second wave could hit just as hard as the first.
https://t.co/WDfP9C2KoO https://t.co/JS1tPe6D7U",everyone,1315034976493109251,2020-10-10T21:02:25.000Z,19636948,,
70,"{'retweet_count': 74, 'reply_count': 68, 'like_count': 98, 'quote_count': 29}",1314637007398866946,en,TweetDeck,"Police seek suspect after elderly man tossed off TTC bus
https://t.co/i0XTpOMfgQ https://t.co/uomU8p8XEc",everyone,1314637007398866946,2020-10-09T18:41:01.000Z,19636948,,
71,"{'retweet_count': 30, 'reply_count': 10, 'like_count': 68, 'quote_count': 3}",1309925287656816640,en,TweetDeck,"Elderly man dies after house collapse in Barrie, police say
https://t.co/Kg7dXrB4fQ https://t.co/NNw9tss17s",everyone,1309925287656816640,2020-09-26T18:38:20.000Z,19636948,,
72,"{'retweet_count': 95, 'reply_count': 10, 'like_count': 289, 'quote_count': 5}",1306711951351963648,en,Twitter Web App,Police locate one of two missing seniors in Rexdale after escalating search to highest possible level https://t.co/Oxz1Mveioz https://t.co/HogmYi7Ja8,everyone,1306711951351963648,2020-09-17T21:49:41.000Z,19636948,,
73,"{'retweet_count': 130, 'reply_count': 5, 'like_count': 112, 'quote_count': 9}",1306596314990481408,en,Twitter Web App,Police ramp up search for two missing seniors in Rexdale to highest possible response https://t.co/PQ5Up8aKIB https://t.co/626wH5qtMD,everyone,1306596314990481408,2020-09-17T14:10:11.000Z,19636948,,
74,"{'retweet_count': 421, 'reply_count': 13, 'like_count': 185, 'quote_count': 38}",1306248163901177856,en,TweetDeck,"Police search for two missing elderly men last seen in Rexdale
https://t.co/zAc1jSb036 https://t.co/YGwba19EBk",everyone,1306248163901177856,2020-09-16T15:06:45.000Z,19636948,,
75,"{'retweet_count': 18, 'reply_count': 6, 'like_count': 41, 'quote_count': 4}",1305946884884791300,en,TweetDeck,"Elderly couple charged in lottery scam that targeted other seniors across Canada, Durham Regional Police say 
 https://t.co/LEnr8TAAVs",everyone,1305946884884791300,2020-09-15T19:09:35.000Z,19636948,,
76,"{'retweet_count': 8, 'reply_count': 2, 'like_count': 14, 'quote_count': 0}",1299718665051533315,en,TweetDeck,"Elderly man killed in Brampton collision
https://t.co/cWyeXYhonD https://t.co/JVLzVXdEny",everyone,1299718665051533315,2020-08-29T14:40:52.000Z,19636948,,
77,"{'retweet_count': 21, 'reply_count': 10, 'like_count': 38, 'quote_count': 5}",1296194624319561741,en,Twitter Web App,UPDATE: An elderly woman has died after being hit by vehicle in grocery store parking lot in Oshawa https://t.co/CKe3XmTfp6 https://t.co/WffL3FClUd,everyone,1296194624319561741,2020-08-19T21:17:35.000Z,19636948,,
78,"{'retweet_count': 13, 'reply_count': 13, 'like_count': 26, 'quote_count': 2}",1291174338381651968,en,TweetDeck,"Elderly cyclist dies after being struck by truck in Bolton
https://t.co/7H23lwM4JI https://t.co/FFaWjOwybD",everyone,1291174338381651968,2020-08-06T00:48:45.000Z,19636948,,
79,"{'retweet_count': 16, 'reply_count': 91, 'like_count': 93, 'quote_count': 10}",1291137720467759105,en,TweetDeck,"Ontario woman wants exemption to mandatory self-isolation to visit elderly parents in U.S
https://t.co/Uu8bTrR9wg https://t.co/luGtbAevxm",everyone,1291137720467759105,2020-08-05T22:23:15.000Z,19636948,,
80,"{'retweet_count': 171, 'reply_count': 90, 'like_count': 625, 'quote_count': 25}",1286739666172092419,en,TweetDeck,"“I must urge all Canadians, particularly younger adults, to not give in to COVID-19 fatigue,” says Canada's chief public health officer Dr. Theresa Tam. https://t.co/RY6gH6GYcJ https://t.co/OJIgpBfRfT",everyone,1286739666172092419,2020-07-24T19:06:57.000Z,19636948,,
81,"{'retweet_count': 32, 'reply_count': 17, 'like_count': 122, 'quote_count': 6}",1279133309335937025,en,TweetDeck,"Canada's long-term care system failed elders, before and during COVID-19: report https://t.co/FbN6HSlZr6 https://t.co/etT7Y8Wbi3",everyone,1279133309335937025,2020-07-03T19:22:00.000Z,19636948,,
82,"{'retweet_count': 40, 'reply_count': 23, 'like_count': 26, 'quote_count': 8}",1276873521885478912,en,Twitter Web App,Police release image of suspect who assaulted elderly man in Parkdale last month https://t.co/jgN6usLrPZ https://t.co/YyjpSaKS5n,everyone,1276873521885478912,2020-06-27T13:42:25.000Z,19636948,,
83,"{'retweet_count': 22, 'reply_count': 7, 'like_count': 42, 'quote_count': 1}",1268982733512028162,en,TweetDeck,Teen charged with attempted murder for allegedly attacking elderly woman in Oakville  https://t.co/LO6dDVgWtN https://t.co/FPJn3ww9Dz,everyone,1268982733512028162,2020-06-05T19:07:14.000Z,19636948,,
84,"{'retweet_count': 23, 'reply_count': 4, 'like_count': 114, 'quote_count': 6}",1264672770966851586,en,TweetDeck,Toronto Public Library employee praised for helping elderly woman connect with family https://t.co/8ZVCLv6oxA https://t.co/7dF6izjcLS,everyone,1264672770966851586,2020-05-24T21:40:59.000Z,19636948,,
85,"{'retweet_count': 92, 'reply_count': 148, 'like_count': 392, 'quote_count': 80}",1264622354312945665,en,TweetDeck,"""When you've got an elderly woman opening the door and seeing someone defecating, it is quite bothersome,"" Police Chief Mark Saunders says about situation at Trinity Bellwoods Park on Saturday. 
https://t.co/dAFakavBsv https://t.co/KRxkOHUdeh",everyone,1264622354312945665,2020-05-24T18:20:39.000Z,19636948,,
86,"{'retweet_count': 7, 'reply_count': 4, 'like_count': 16, 'quote_count': 2}",1262712121386827778,en,TweetDeck,"Elderly woman injured, dog killed following house fire in North York 
https://t.co/1sUGhE7Wiq https://t.co/tXj9NJLJSU",everyone,1262712121386827778,2020-05-19T11:50:04.000Z,19636948,,
87,"{'retweet_count': 8, 'reply_count': 1, 'like_count': 23, 'quote_count': 2}",1258581601585377286,en,TweetDeck,Peel paramedics say an elderly man was rushed to a trauma centre in critical condition after hit-and-run in Mississauga https://t.co/ZjduPTG8s7,everyone,1258581601585377286,2020-05-08T02:16:51.000Z,19636948,,
88,"{'retweet_count': 43, 'reply_count': 0, 'like_count': 252, 'quote_count': 3}",1251204473185320962,en,TweetDeck,"Staff at Humber River Hospital mark special milestone for elderly woman hospitalized on her birthday
https://t.co/jbWMRxBEo2 https://t.co/hhai3zpg4P",everyone,1251204473185320962,2020-04-17T17:42:47.000Z,19636948,,
