,created_at,id,conversation_id,author_id,lang,public_metrics,source,reply_settings,text,referenced_tweets,in_reply_to_user_id
201,2018-05-13T22:08:08.000Z,995787806969561088,995787806969561088,14216661,en,"{'retweet_count': 13, 'reply_count': 5, 'like_count': 8, 'quote_count': 2}",Echobox,everyone,"Housing crisis to hit Canadian seniors, as retirement homes fail to keep up with demand https://t.co/blwMeYw17u https://t.co/6Mjb6PppnI",,
202,2018-05-02T21:45:05.000Z,991795739876581377,991795739876581377,14216661,en,"{'retweet_count': 10, 'reply_count': 1, 'like_count': 23, 'quote_count': 5}",Echobox,everyone,He was one of millions of Chinese seniors growing old alone. So he put himself up for adoption https://t.co/UtelNpCexn https://t.co/29Rd6NrSf0,,
203,2018-04-26T17:14:52.000Z,989553407752114178,989553407752114178,14216661,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 1}",Echobox,everyone,An 83-year-old convicted killer who walked away from a B.C. prison is back in custody https://t.co/coKAVHKAYw https://t.co/kxaFIujaQf,,
204,2018-04-17T02:53:09.000Z,986075062087356419,986075062087356419,14216661,en,"{'retweet_count': 9, 'reply_count': 1, 'like_count': 6, 'quote_count': 1}",Echobox,everyone,"Grey Matters: Alternative therapy can be deadly, says study https://t.co/s8aCaFL0ol https://t.co/LBylw36qXc",,
205,2018-04-11T20:58:23.000Z,984173841328033792,984173841328033792,14216661,en,"{'retweet_count': 11, 'reply_count': 0, 'like_count': 12, 'quote_count': 2}",Echobox,everyone,'An utter s--t show': Stan Lee's daughter and other associates are accused of grotesque elder abuse against the Marvel legend https://t.co/JWVOAYd0zH https://t.co/G8a0w0Bd8p,,
206,2018-04-10T01:12:44.000Z,983513073813262336,983513073813262336,14216661,en,"{'retweet_count': 2, 'reply_count': 7, 'like_count': 8, 'quote_count': 1}",Echobox,everyone,Grey Matters: Be wary of buying into some homeopathic claims https://t.co/e06N26t66x https://t.co/aVCTdj5pNN,,
207,2018-03-27T21:48:48.000Z,978750711616954368,978750711616954368,14216661,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Echobox,everyone,Grey Matters: Strategies to help you win with financial institutions https://t.co/mV18kreNvM https://t.co/C1jZZLJA5w,,
208,2018-01-26T14:17:32.000Z,956893875985149952,956893875985149952,14216661,en,"{'retweet_count': 3, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}",TweetDeck,everyone,"A church elder's Ashley Madison affairs led him to the 'dark web' — and murder, police say https://t.co/tAEDFBjMJp https://t.co/4ZOTmCCvzk",,
209,2018-01-22T13:09:04.000Z,955427093474697222,955427093474697222,14216661,en,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 4, 'quote_count': 0}",TweetDeck,everyone,Do economic expansions die of old age? Or does something (NAFTA failure) kill them? The upcoming week in economics https://t.co/PDYrJLxZn4 https://t.co/ZpFTKP4KAs,,
210,2018-01-05T14:21:30.000Z,949284727890022400,949284727890022400,14216661,en,"{'retweet_count': 8, 'reply_count': 5, 'like_count': 13, 'quote_count': 3}",TweetDeck,everyone,"Elderly Ontario couple dies in the cold; After Grant had a heart attack outside, Ada went to find him https://t.co/IlnbICI1Fl https://t.co/haKGbMD0Cq",,
