,date_time,tweet_id,author_id,tweet_text,account,cleaned_text,hashtags
67,2020-08-13T01:27:34.000Z,1293720821358362626,14216661,Unreported deaths in COVID-19 outbreak at seniors residence adds to Quebec's pandemic toll https://t.co/B1J7wMYuCr,nationalpost,Unreported deaths in COVID-19 outbreak at seniors residence adds to Quebec's pandemic toll,[]
68,2020-07-27T21:15:07.000Z,1287859082708254721,14216661,"Researchers have found that for-profit elderly care facilities have lower quality of care in both the U.S. and Canada. Via: @healthing_ca 

https://t.co/tnxkzmGiz6",nationalpost,Researchers have found that for-profit elderly care facilities have lower quality of care in both the U.S. and Canada. Via:,[]
69,2020-06-30T21:11:39.000Z,1278073737837977601,14216661,"The COVID-19 pandemic has made it clear that Canada needs to change the way we care for our older adults. — via @healthing_ca
https://t.co/UX6LAtfP95",nationalpost,The COVID-19 pandemic has made it clear that Canada needs to change the way we care for our older adults. via,[]
70,2020-06-17T09:13:41.000Z,1273182013068017664,14216661,#ICYMI - Senior Living: This boomer has put her travelling days behind her https://t.co/R2VwuRb3rA,nationalpost,ICYMI - Senior Living: This boomer has put her travelling days behind her,['ICYMI']
71,2020-06-16T08:06:50.000Z,1272802805334659072,14216661,Senior Living: This boomer has put her travelling days behind her https://t.co/rGCx2boOYT,nationalpost,Senior Living: This boomer has put her travelling days behind her,[]
72,2020-06-16T06:23:08.000Z,1272776707481747456,14216661,Senior Living: Do you dare to leverage? Maybe. But don’t buy stocks. https://t.co/bL4okfjeXF,nationalpost,Senior Living: Do you dare to leverage? Maybe. But dont buy stocks.,[]
73,2020-06-12T18:31:06.000Z,1271510353432776705,14216661,"Elderly protester shoved by Buffalo police suffered 'brain injury,' lawyer says https://t.co/zALyIHsV1Y",nationalpost,"Elderly protester shoved by Buffalo police suffered 'brain injury,' lawyer says",[]
74,2020-06-10T19:17:16.000Z,1270797195508355072,14216661,Vivian Bercovici: We have failed the elderly during the COVID-19 crisis https://t.co/ZDsBOAwR1f,nationalpost,Vivian Bercovici: We have failed the elderly during the COVID-19 crisis,[]
75,2020-06-09T06:47:44.000Z,1270246182065967105,14216661,Senior Living: The real cost of social distancing https://t.co/3zkrMXJv0v,nationalpost,Senior Living: The real cost of social distancing,[]
76,2020-06-09T06:22:33.000Z,1270239846200721409,14216661,Senior Living: Time to lock in a low borrowing rate https://t.co/Ns5O0akFjL,nationalpost,Senior Living: Time to lock in a low borrowing rate,[]
77,2020-06-08T13:01:19.000Z,1269977808106856449,14216661,"Beyond our basic hierarchy of needs, recreation can also help allay other issues of elderly care. — via @healthing_ca 
https://t.co/xF8TJt5r9L",nationalpost,"Beyond our basic hierarchy of needs, recreation can also help allay other issues of elderly care. via",[]
78,2020-06-06T15:25:05.000Z,1269289215801667584,14216661,"#ICYMI: Seniors are getting a special payout from Ottawa, but not this month
https://t.co/vxUhjMlIaW",nationalpost,"ICYMI: Seniors are getting a special payout from Ottawa, but not this month",['ICYMI']
79,2020-06-01T06:50:26.000Z,1267347759096647680,14216661,Senior Living: Your TFSA is an essential tool https://t.co/zgsidKAiSN,nationalpost,Senior Living: Your TFSA is an essential tool,[]
80,2020-06-01T06:36:29.000Z,1267344249353375744,14216661,Senior Living: Gardening does a body good https://t.co/8jaWs1VWc4,nationalpost,Senior Living: Gardening does a body good,[]
81,2020-05-29T00:10:08.000Z,1266159857721360384,14216661,"Don Braid: Kenney normalizing COVID-19 as a risk mainly to the elderly, almost zero danger to the young https://t.co/qewR3y9fRZ",nationalpost,"Don Braid: Kenney normalizing COVID-19 as a risk mainly to the elderly, almost zero danger to the young",[]
